--------- beginning of /dev/log/system
07-14 12:14:51.338 W/ActivityManager(  374):   Force finishing activity com.android.packageinstaller/.PackageInstallerActivity
07-14 12:14:51.580 W/ActivityManager(  374):   Force finishing activity com.pekall.emdm/.market.activity.AppListActivity
07-14 12:14:52.080 W/ActivityManager(  374): Activity pause timeout for ActivityRecord{42e8dd90 u0 com.android.packageinstaller/.PackageInstallerActivity}
07-14 12:51:25.619 W/ResourceType(  595): No known package when getting name for resource number 0x9c020002
07-14 12:51:25.698 W/ResourceType(  595): No known package when getting name for resource number 0x9b000000
07-14 12:51:25.698 W/ResourceType(  595): No known package when getting name for resource number 0x9b010100
07-14 12:51:25.698 W/ResourceType(  595): No known package when getting name for resource number 0x9b030300
07-14 12:51:25.698 W/ResourceType(  595): No known package when getting name for resource number 0x9b040400
07-14 12:51:25.705 I/QueryController( 9363): Matched selector: UiSelector[DESCRIPTION=应用, PACKAGE NAME=com.android.launcher] <<==>> [android.view.accessibility.AccessibilityNodeInfo@1fe6e; boundsInParent: Rect(524232, 0 - 524360, 128); boundsInScreen: Rect(296, 1040 - 424, 1168); packageName: com.android.launcher; className: android.widget.TextView; text: null; contentDescription: 应用; viewIdResName: null; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_ACCESSIBILITY_FOCUS]]
07-14 12:51:25.705 D/InteractionController( 9363): clickAndWaitForNewWindow(360, 1104)
07-14 12:51:26.596 I/QueryController( 9363): Matched selector: UiSelector[TEXT=京联云企业移动办公] <<==>> [android.view.accessibility.AccessibilityNodeInfo@6c634; boundsInParent: Rect(0, 0 - 148, 184); boundsInScreen: Rect(16, 958 - 164, 1142); packageName: com.android.launcher; className: android.widget.TextView; text: 京联云企业移动办公; contentDescription: null; viewIdResName: null; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: true; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_LONG_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
07-14 12:51:26.627 I/QueryController( 9363): Matched selector: UiSelector[TEXT=京联云企业移动办公] <<==>> [android.view.accessibility.AccessibilityNodeInfo@6c634; boundsInParent: Rect(0, 0 - 148, 184); boundsInScreen: Rect(16, 958 - 164, 1142); packageName: com.android.launcher; className: android.widget.TextView; text: 京联云企业移动办公; contentDescription: null; viewIdResName: null; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: true; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_LONG_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
07-14 12:51:26.635 D/InteractionController( 9363): clickAndWaitForNewWindow(90, 1050)
07-14 12:51:26.768 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.pekall.emdm/.ui.SplashActivity} from pid 595
07-14 12:51:26.932 D/dalvikvm(  374): GC_FOR_ALLOC freed 2748K, 30% free 19472K/27716K, paused 92ms, total 92ms
07-14 12:51:26.979 D/MdmApplication( 3494): [null:-1]->onActivityStarted contacts.activities.DialtactsActivity , mActivityCount = 2
07-14 12:51:26.979 D/MDM :   ( 3494): [null:-1]->query
07-14 12:51:26.979 D/MDM :   ( 3494): [null:-1]->QUERY_PINCODE_CHECK_RESULT
07-14 12:51:26.994 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/company_calllogs', segment size: 1
07-14 12:51:27.010 V/PhoneStatusBar(  450): setLightsOn(true)
07-14 12:51:27.065 D/Assistant( 3494): [---null: -1---]  changeCursor
07-14 12:51:27.065 D/Assistant( 3494): [---null: -1---]  findGroups
07-14 12:51:27.065 D/Assistant( 3494): [---null: -1---]  addGroup
07-14 12:51:27.073 D/Assistant( 3494): [---null: -1---]  addGroup
07-14 12:51:27.073 D/Assistant( 3494): [---null: -1---]  addGroup
07-14 12:51:27.073 D/Assistant( 3494): [---null: -1---]  addGroup
07-14 12:51:27.073 D/Assistant( 3494): [---null: -1---]  addGroup
07-14 12:51:27.088 E/CursorWindow( 3494): Failed to read row 0, column -1 from a CursorWindow which has 38 rows, 9 columns.
07-14 12:51:27.088 D/CallLogAdapter( 3494): java.lang.IllegalStateException: Couldn't read row 0, col -1 from CursorWindow.  Make sure the Cursor is initialized correctly before accessing data from it.
07-14 12:51:27.088 D/CallLogAdapter( 3494): ======no department find======
07-14 12:51:27.088 D/CALLLOGADAPTER( 3494): ++++++++++++++++++================================
07-14 12:51:27.096 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/company_calllogs', segment size: 1
07-14 12:51:27.096 D/CallLogAdapter( 3494): quickContactView.number=============13220164537
07-14 12:51:27.096 D/CallLogAdapter( 3494): quickContactView.contactUri=============null
07-14 12:51:27.104 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:51:27.112 E/CursorWindow( 3494): Failed to read row 1, column -1 from a CursorWindow which has 38 rows, 9 columns.
07-14 12:51:27.112 D/CallLogAdapter( 3494): java.lang.IllegalStateException: Couldn't read row 1, col -1 from CursorWindow.  Make sure the Cursor is initialized correctly before accessing data from it.
07-14 12:51:27.112 D/CallLogAdapter( 3494): ======no department find======
07-14 12:51:27.112 D/CALLLOGADAPTER( 3494): ++++++++++++++++++================================
07-14 12:51:27.112 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/company_calllogs', segment size: 1
07-14 12:51:27.119 D/dalvikvm( 1052): GC_CONCURRENT freed 260K, 8% free 10345K/11168K, paused 5ms+13ms, total 89ms
07-14 12:51:27.127 D/CallLogAdapter( 3494): quickContactView.number=============01056299605
07-14 12:51:27.127 D/CallLogAdapter( 3494): quickContactView.contactUri=============null
07-14 12:51:27.127 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:51:27.135 E/CursorWindow( 3494): Failed to read row 4, column -1 from a CursorWindow which has 38 rows, 9 columns.
07-14 12:51:27.135 D/CallLogAdapter( 3494): java.lang.IllegalStateException: Couldn't read row 4, col -1 from CursorWindow.  Make sure the Cursor is initialized correctly before accessing data from it.
07-14 12:51:27.135 D/CallLogAdapter( 3494): ======no department find======
07-14 12:51:27.135 D/CALLLOGADAPTER( 3494): ++++++++++++++++++================================
07-14 12:51:27.135 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/company_calllogs', segment size: 1
07-14 12:51:27.151 D/CallLogAdapter( 3494): quickContactView.number=============13263318053
07-14 12:51:27.151 D/CallLogAdapter( 3494): quickContactView.contactUri=============null
07-14 12:51:27.151 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:51:27.166 E/CursorWindow( 3494): Failed to read row 5, column -1 from a CursorWindow which has 38 rows, 9 columns.
07-14 12:51:27.166 D/CallLogAdapter( 3494): java.lang.IllegalStateException: Couldn't read row 5, col -1 from CursorWindow.  Make sure the Cursor is initialized correctly before accessing data from it.
07-14 12:51:27.166 D/CallLogAdapter( 3494): ======no department find======
07-14 12:51:27.166 D/CALLLOGADAPTER( 3494): ++++++++++++++++++================================
07-14 12:51:27.166 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/company_calllogs', segment size: 1
07-14 12:51:27.182 D/CallLogAdapter( 3494): quickContactView.number=============13522849951
07-14 12:51:27.182 D/CallLogAdapter( 3494): quickContactView.contactUri=============null
07-14 12:51:27.182 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:51:27.190 E/CursorWindow( 3494): Failed to read row 6, column -1 from a CursorWindow which has 38 rows, 9 columns.
07-14 12:51:27.190 D/CallLogAdapter( 3494): java.lang.IllegalStateException: Couldn't read row 6, col -1 from CursorWindow.  Make sure the Cursor is initialized correctly before accessing data from it.
07-14 12:51:27.190 D/CallLogAdapter( 3494): ======no department find======
07-14 12:51:27.190 D/CALLLOGADAPTER( 3494): ++++++++++++++++++================================
07-14 12:51:27.190 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/company_calllogs', segment size: 1
07-14 12:51:27.205 D/CallLogAdapter( 3494): quickContactView.number=============15010093591
07-14 12:51:27.205 D/CallLogAdapter( 3494): quickContactView.contactUri=============null
07-14 12:51:27.205 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:51:27.807 I/QueryController( 9363): Matched selector: UiSelector[PACKAGE NAME=com.pekall.emdm] <<==>> [android.view.accessibility.AccessibilityNodeInfo@2c5872; boundsInParent: Rect(0, 0 - 720, 1184); boundsInScreen: Rect(0, 0 - 720, 1184); packageName: com.pekall.emdm; className: android.widget.FrameLayout; text: null; contentDescription: null; viewIdResName: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_ACCESSIBILITY_FOCUS]]
07-14 12:51:27.987 D/dalvikvm( 3494): GC_CONCURRENT freed 3777K, 20% free 21156K/26160K, paused 4ms+21ms, total 140ms
07-14 12:51:27.994 W/CursorWrapperInner( 3494): Cursor finalized without prior close()
07-14 12:51:27.994 W/CursorWrapperInner( 3494): Cursor finalized without prior close()
07-14 12:51:27.994 W/CursorWrapperInner( 3494): Cursor finalized without prior close()
07-14 12:51:28.002 W/CursorWrapperInner( 3494): Cursor finalized without prior close()
07-14 12:51:28.018 D/dalvikvm(  374): GC_FOR_ALLOC freed 1272K, 32% free 18980K/27716K, paused 94ms, total 95ms
07-14 12:51:28.026 D/MdmApplication( 3494): [null:-1]->onActivityPaused contacts.activities.DialtactsActivity , mActivityCount = 3
07-14 12:51:28.033 D/MDM :   ( 3494): [null:-1]->query
07-14 12:51:28.033 D/MDM :   ( 3494): [null:-1]->QUERY_PINCODE_CHECK_RESULT
07-14 12:51:28.033 E/Mdm     ( 3494): Call Mdm service's setLastExitTime function
07-14 12:51:28.057 D/MdmApplication( 3494): [null:-1]->onActivityStarted ui.MainActivity , mActivityCount = 2
07-14 12:51:28.057 D/MDM :   ( 3494): [null:-1]->query
07-14 12:51:28.057 D/MDM :   ( 3494): [null:-1]->QUERY_PINCODE_CHECK_RESULT
07-14 12:51:28.651 D/AssistantCallLogFragment( 3494): [---null: -1---]onDestroyView==============
07-14 12:51:28.658 D/DefaultContactBrowseListFragment( 3494): onDestroyView==============
07-14 12:51:29.026 W/InteractionController( 9363): runAndwaitForEvent timedout waiting for events
07-14 12:51:29.065 I/QueryController( 9363): Matched selector: UiSelector[TEXT=应用列表, CLASS=android.widget.TextView] <<==>> [android.view.accessibility.AccessibilityNodeInfo@2762ea; boundsInParent: Rect(0, 0 - 148, 184); boundsInScreen: Rect(376, 572 - 524, 756); packageName: com.pekall.emdm; className: android.widget.TextView; text: 应用列表; contentDescription: null; viewIdResName: com.pekall.emdm:id/application_icon_content; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: false; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
07-14 12:51:29.088 I/QueryController( 9363): Matched selector: UiSelector[TEXT=文档中心, CLASS=android.widget.TextView] <<==>> [android.view.accessibility.AccessibilityNodeInfo@275b68; boundsInParent: Rect(0, 0 - 148, 184); boundsInScreen: Rect(16, 572 - 164, 756); packageName: com.pekall.emdm; className: android.widget.TextView; text: 文档中心; contentDescription: null; viewIdResName: com.pekall.emdm:id/application_icon_content; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: false; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
07-14 12:51:29.112 I/QueryController( 9363): Matched selector: UiSelector[TEXT=企业通讯录, CLASS=android.widget.TextView] <<==>> [android.view.accessibility.AccessibilityNodeInfo@2753e6; boundsInParent: Rect(0, 0 - 148, 184); boundsInScreen: Rect(376, 379 - 524, 563); packageName: com.pekall.emdm; className: android.widget.TextView; text: 企业通讯录; contentDescription: null; viewIdResName: com.pekall.emdm:id/application_icon_content; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: false; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
07-14 12:51:29.119 D/InteractionController( 9363): clickAndWaitForNewWindow(450, 471)
07-14 12:51:29.283 I/ActivityManager(  374): START u0 {cmp=com.pekall.emdm/.contacts.activities.PeopleActivity} from pid 3494
07-14 12:51:29.408 D/dalvikvm(  374): GC_FOR_ALLOC freed 1154K, 32% free 18974K/27716K, paused 84ms, total 84ms
07-14 12:51:29.416 D/MdmApplication( 3494): [null:-1]->onActivityPaused ui.MainActivity , mActivityCount = 3
07-14 12:51:29.416 D/MDM :   ( 3494): [null:-1]->query
07-14 12:51:29.416 D/MDM :   ( 3494): [null:-1]->QUERY_PINCODE_CHECK_RESULT
07-14 12:51:29.416 E/Mdm     ( 3494): Call Mdm service's setLastExitTime function
07-14 12:51:29.455 I/ActivityManager(  374): START u0 {cmp=com.pekall.emdm/.contacts.activities.DialtactsActivity (has extras)} from pid 3494
07-14 12:51:29.487 D/MdmApplication( 3494): [null:-1]->onActivityStarted contacts.activities.DialtactsActivity , mActivityCount = 2
07-14 12:51:29.487 D/MDM :   ( 3494): [null:-1]->query
07-14 12:51:29.487 D/MDM :   ( 3494): [null:-1]->QUERY_PINCODE_CHECK_RESULT
07-14 12:51:29.518 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:51:29.518 D/Assistant( 3494): [---null: -1---]  changeCursor
07-14 12:51:29.518 D/Assistant( 3494): [---null: -1---]  findGroups
07-14 12:51:29.518 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:51:29.526 D/Assistant( 3494): [---null: -1---]  changeCursor
07-14 12:51:29.526 D/Assistant( 3494): [---null: -1---]  findGroups
07-14 12:51:29.533 D/Assistant( 3494): [---null: -1---]  OncreatTIME
07-14 12:51:29.549 I/ContactPhotoManager( 3494): Cache adj: 0.5
07-14 12:51:29.549 E/ContactPhotoManager( 3494): No contact photo service in context: com.pekall.emdm.MdmApplication@42817d40
07-14 12:51:29.604 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/frequently_contacts', segment size: 1
07-14 12:51:29.604 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:51:29.612 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:51:29.612 D/Assistant( 3494): [---null: -1---]  changeCursor
07-14 12:51:29.612 D/Assistant( 3494): [---null: -1---]  findGroups
07-14 12:51:29.619 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:51:29.619 D/Assistant( 3494): [---null: -1---]  changeCursor
07-14 12:51:29.619 D/Assistant( 3494): [---null: -1---]  findGroups
07-14 12:51:29.619 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:51:29.627 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/company_calllogs', segment size: 1
07-14 12:51:29.651 V/PhoneStatusBar(  450): setLightsOn(true)
07-14 12:51:29.783 I/ActivityManager(  374): Displayed com.pekall.emdm/.contacts.activities.DialtactsActivity: +326ms (total +348ms)
07-14 12:51:29.791 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/company_calllogs', segment size: 1
07-14 12:51:29.807 D/Assistant( 3494): [---null: -1---]  changeCursor
07-14 12:51:29.807 D/Assistant( 3494): [---null: -1---]  findGroups
07-14 12:51:29.807 D/Assistant( 3494): [---null: -1---]  addGroup
07-14 12:51:29.815 D/Assistant( 3494): [---null: -1---]  addGroup
07-14 12:51:29.815 D/Assistant( 3494): [---null: -1---]  addGroup
07-14 12:51:29.815 D/Assistant( 3494): [---null: -1---]  addGroup
07-14 12:51:29.815 D/Assistant( 3494): [---null: -1---]  addGroup
07-14 12:51:29.846 E/CursorWindow( 3494): Failed to read row 0, column -1 from a CursorWindow which has 38 rows, 9 columns.
07-14 12:51:29.846 D/CallLogAdapter( 3494): java.lang.IllegalStateException: Couldn't read row 0, col -1 from CursorWindow.  Make sure the Cursor is initialized correctly before accessing data from it.
07-14 12:51:29.846 D/CallLogAdapter( 3494): ======no department find======
07-14 12:51:29.846 D/CALLLOGADAPTER( 3494): ++++++++++++++++++================================
07-14 12:51:29.846 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/company_calllogs', segment size: 1
07-14 12:51:29.854 D/CallLogAdapter( 3494): quickContactView.number=============13220164537
07-14 12:51:29.854 D/CallLogAdapter( 3494): quickContactView.contactUri=============null
07-14 12:51:29.862 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:51:29.893 E/CursorWindow( 3494): Failed to read row 1, column -1 from a CursorWindow which has 38 rows, 9 columns.
07-14 12:51:29.893 D/CallLogAdapter( 3494): java.lang.IllegalStateException: Couldn't read row 1, col -1 from CursorWindow.  Make sure the Cursor is initialized correctly before accessing data from it.
07-14 12:51:29.893 D/CallLogAdapter( 3494): ======no department find======
07-14 12:51:29.893 D/CALLLOGADAPTER( 3494): ++++++++++++++++++================================
07-14 12:51:29.893 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/company_calllogs', segment size: 1
07-14 12:51:29.908 D/CallLogAdapter( 3494): quickContactView.number=============01056299605
07-14 12:51:29.908 D/CallLogAdapter( 3494): quickContactView.contactUri=============null
07-14 12:51:29.908 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:51:29.940 E/CursorWindow( 3494): Failed to read row 4, column -1 from a CursorWindow which has 38 rows, 9 columns.
07-14 12:51:29.940 D/CallLogAdapter( 3494): java.lang.IllegalStateException: Couldn't read row 4, col -1 from CursorWindow.  Make sure the Cursor is initialized correctly before accessing data from it.
07-14 12:51:29.940 D/CallLogAdapter( 3494): ======no department find======
07-14 12:51:29.940 D/CALLLOGADAPTER( 3494): ++++++++++++++++++================================
07-14 12:51:29.940 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/company_calllogs', segment size: 1
07-14 12:51:29.963 D/CallLogAdapter( 3494): quickContactView.number=============13263318053
07-14 12:51:29.963 D/CallLogAdapter( 3494): quickContactView.contactUri=============null
07-14 12:51:29.963 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:51:29.994 E/CursorWindow( 3494): Failed to read row 5, column -1 from a CursorWindow which has 38 rows, 9 columns.
07-14 12:51:29.994 D/CallLogAdapter( 3494): java.lang.IllegalStateException: Couldn't read row 5, col -1 from CursorWindow.  Make sure the Cursor is initialized correctly before accessing data from it.
07-14 12:51:29.994 D/CallLogAdapter( 3494): ======no department find======
07-14 12:51:29.994 D/CALLLOGADAPTER( 3494): ++++++++++++++++++================================
07-14 12:51:29.994 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/company_calllogs', segment size: 1
07-14 12:51:30.010 D/CallLogAdapter( 3494): quickContactView.number=============13522849951
07-14 12:51:30.010 D/CallLogAdapter( 3494): quickContactView.contactUri=============null
07-14 12:51:30.010 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:51:30.049 E/CursorWindow( 3494): Failed to read row 6, column -1 from a CursorWindow which has 38 rows, 9 columns.
07-14 12:51:30.049 D/CallLogAdapter( 3494): java.lang.IllegalStateException: Couldn't read row 6, col -1 from CursorWindow.  Make sure the Cursor is initialized correctly before accessing data from it.
07-14 12:51:30.049 D/CallLogAdapter( 3494): ======no department find======
07-14 12:51:30.049 D/CALLLOGADAPTER( 3494): ++++++++++++++++++================================
07-14 12:51:30.049 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/company_calllogs', segment size: 1
07-14 12:51:30.065 D/CallLogAdapter( 3494): quickContactView.number=============15010093591
07-14 12:51:30.065 D/CallLogAdapter( 3494): quickContactView.contactUri=============null
07-14 12:51:30.065 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/contacts', segment size: 1
07-14 12:51:30.752 I/QueryController( 9363): Matched selector: UiSelector[RESOURCE_ID=com.pekall.emdm:id/thrid] <<==>> [android.view.accessibility.AccessibilityNodeInfo@2d84c8; boundsInParent: Rect(0, 0 - 180, 50); boundsInScreen: Rect(360, 73 - 540, 123); packageName: com.pekall.emdm; className: android.widget.ImageView; text: null; contentDescription: null; viewIdResName: com.pekall.emdm:id/thrid; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: true; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_ACCESSIBILITY_FOCUS]]
07-14 12:51:30.815 I/QueryController( 9363): Matched selector: UiSelector[RESOURCE_ID=com.pekall.emdm:id/thrid] <<==>> [android.view.accessibility.AccessibilityNodeInfo@2d84c8; boundsInParent: Rect(0, 0 - 180, 50); boundsInScreen: Rect(360, 73 - 540, 123); packageName: com.pekall.emdm; className: android.widget.ImageView; text: null; contentDescription: null; viewIdResName: com.pekall.emdm:id/thrid; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: true; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_ACCESSIBILITY_FOCUS]]
07-14 12:51:30.823 D/InteractionController( 9363): clickAndSync(450, 98)
07-14 12:51:31.971 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 12:51:31.971 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 12:51:31.971 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 12:51:31.979 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 12:51:31.979 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 12:51:31.979 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 12:51:31.979 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 12:51:31.987 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 12:51:31.987 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 12:51:31.987 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 12:51:31.987 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 12:51:31.987 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 12:51:31.987 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 12:51:31.994 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 12:51:32.018 D/dalvikvm( 6152): GC_CONCURRENT freed 375K, 7% free 9415K/10072K, paused 3ms+3ms, total 26ms
07-14 12:51:32.018 D/dalvikvm( 6152): WAIT_FOR_CONCURRENT_GC blocked 21ms
07-14 12:51:32.018 D/dalvikvm( 6152): WAIT_FOR_CONCURRENT_GC blocked 19ms
07-14 12:51:32.252 D/dalvikvm( 6152): GC_CONCURRENT freed 495K, 7% free 9428K/10072K, paused 9ms+3ms, total 49ms
07-14 12:51:32.252 D/dalvikvm( 6152): WAIT_FOR_CONCURRENT_GC blocked 16ms
07-14 12:51:32.252 D/dalvikvm( 6152): WAIT_FOR_CONCURRENT_GC blocked 8ms
07-14 12:51:32.260 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 12:51:32.260 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 12:51:32.260 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 12:51:32.260 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 12:51:32.260 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 12:51:32.268 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 12:51:32.268 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 12:51:32.268 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 12:51:32.268 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 12:51:32.268 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 12:51:32.268 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 12:51:32.268 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 12:51:32.268 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 12:51:32.268 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 12:51:32.385 D/dalvikvm( 6152): GC_CONCURRENT freed 437K, 7% free 9394K/10072K, paused 2ms+3ms, total 34ms
07-14 12:51:33.924 W/InteractionController( 9363): runAndwaitForEvent timedout waiting for events
07-14 12:51:34.237 I/AndroidRuntime( 9363): VM exiting with result code 0.
07-14 12:51:42.612 D/MdmService( 3494): [null:-1]->receiver action :com.pekall.mdm.action.MDM_ALARM
07-14 12:51:43.041 D/LightsService(  374): Excessive delay setting light: 67ms
07-14 12:51:43.276 D/LightsService(  374): Excessive delay setting light: 67ms
07-14 12:51:45.830 I/PowerManagerService(  374): Going to sleep due to screen timeout...
07-14 12:51:46.588 D/SurfaceFlinger(  124): Screen released, type=0 flinger=0x41e1a478
07-14 12:51:46.729 D/dalvikvm(  374): GC_FOR_ALLOC freed 1707K, 31% free 19248K/27716K, paused 90ms, total 90ms
07-14 12:51:46.744 D/MdmApplication( 3494): [null:-1]->onActivityPaused contacts.activities.DialtactsActivity , mActivityCount = 3
07-14 12:51:46.744 D/MDM :   ( 3494): [null:-1]->query
07-14 12:51:46.744 D/MDM :   ( 3494): [null:-1]->QUERY_PINCODE_CHECK_RESULT
07-14 12:51:46.744 E/Mdm     ( 3494): Call Mdm service's setLastExitTime function
07-14 12:51:46.744 I/WindowManager(  374): Screenshot Window{42d2bd58 u0 com.pekall.emdm/com.pekall.emdm.contacts.activities.DialtactsActivity} was all black! mSurfaceLayer=21020 minLayer=21005 maxLayer=21020
07-14 12:51:46.846 D/NfcService(  582): NFC-C OFF, disconnect
